s,a,r,sp
I5942_47,w,0.0,I5942_46
I5942_48,b,25.60819462227913,travel
I5942_48,w,0.0,I5942_47
I5942_49,b,25.60819462227913,travel
I5942_49,w,0.0,I5942_48
I5942_5,b,0.0,I5942_4
I5942_5,w,0.0,I5942_4
I5942_6,b,0.0,I5942_5
I5942_6,w,0.0,I5942_5
I5942_7,b,0.0,I5942_6
I5942_7,w,0.0,I5942_6
I5942_8,b,0.0,I5942_7
I5942_8,w,0.0,I5942_7
I5942_9,b,0.0,I5942_8
I5942_9,w,0.0,I5942_8
I5972_0,b,40.016006402561025,travel
I5972_1,b,40.016006402561025,travel
I5972_1,w,0.0,I5972_0
I5972_10,b,40.016006402561025,travel
I5972_10,w,0.0,I5972_9
I5972_11,b,40.016006402561025,travel
I5972_11,w,0.0,I5972_10
I5972_12,b,40.016006402561025,travel
I5972_12,w,0.0,I5972_11
I5972_13,b,31.887755102040817,travel
I5972_13,w,0.0,I5972_12
I5972_14,b,40.016006402561025,travel
I5972_14,w,0.0,I5972_13
I5972_15,b,42.35493434985176,travel
I5972_15,w,0.0,I5972_14
I5972_16,b,42.35493434985176,travel
I5972_16,w,0.0,I5972_15
I5972_17,b,42.35493434985176,travel
I5972_17,w,0.0,I5972_16
I5972_18,b,42.35493434985176,travel
I5972_18,w,0.0,I5972_17
I5972_19,b,35.26093088857546,travel
I5972_19,w,0.0,I5972_18
I5972_2,b,40.016006402561025,travel
I5972_2,w,0.0,I5972_1
I5972_20,b,35.26093088857546,travel
I5972_20,w,0.0,I5972_19
I5972_21,b,42.35493434985176,travel
I5972_21,w,0.0,I5972_20
I5972_22,b,42.35493434985176,travel
I5972_22,w,0.0,I5972_21
I5972_23,b,42.35493434985176,travel
I5972_23,w,0.0,I5972_22
I5972_24,b,42.35493434985176,travel
I5972_24,w,0.0,I5972_23
I5972_25,b,42.35493434985176,travel
I5972_25,w,0.0,I5972_24
I5972_26,b,42.35493434985176,travel
I5972_26,w,0.0,I5972_25
I5972_27,b,40.016006402561025,travel
I5972_27,w,0.0,I5972_26
I5972_28,b,42.35493434985176,travel
I5972_28,w,0.0,I5972_27
I5972_29,b,42.35493434985176,travel
I5972_29,w,0.0,I5972_28
I5972_3,b,40.016006402561025,travel
I5972_3,w,0.0,I5972_2
I5972_30,b,42.35493434985176,travel
I5972_30,w,0.0,I5972_29
I5972_31,b,42.35493434985176,travel
I5972_31,w,0.0,I5972_30
I5972_32,b,42.35493434985176,travel
I5972_32,w,0.0,I5972_31
I5972_33,b,42.35493434985176,travel
I5972_33,w,0.0,I5972_32
I5972_34,b,35.26093088857546,travel
I5972_34,w,0.0,I5972_33
I5972_35,b,35.26093088857546,travel
I5972_35,w,0.0,I5972_34
I5972_36,b,40.016006402561025,travel
I5972_36,w,0.0,I5972_35
I5972_37,b,40.016006402561025,travel
I5972_37,w,0.0,I5972_36
I5972_38,b,40.016006402561025,travel
I5972_38,w,0.0,I5972_37
I5972_39,b,35.26093088857546,travel
I5972_39,w,0.0,I5972_38
I5972_4,b,40.016006402561025,travel
I5972_4,w,0.0,I5972_3
I5972_40,b,35.26093088857546,travel
I5972_40,w,0.0,I5972_39
I5972_41,b,35.26093088857546,travel
I5972_41,w,0.0,I5972_40
I5972_42,b,35.26093088857546,travel
I5972_42,w,0.0,I5972_41
I5972_43,b,40.016006402561025,travel
I5972_43,w,0.0,I5972_42
I5972_44,b,35.26093088857546,travel
I5972_44,w,0.0,I5972_43
I5972_45,b,40.016006402561025,travel
I5972_45,w,0.0,I5972_44
I5972_46,b,35.26093088857546,travel
I5972_46,w,0.0,I5972_45
I5972_47,b,35.26093088857546,travel
I5972_47,w,0.0,I5972_46
I5972_48,b,35.26093088857546,travel
I5972_48,w,0.0,I5972_47
I5972_49,b,40.016006402561025,travel
I5972_49,w,0.0,I5972_48
I5972_5,b,40.016006402561025,travel
I5972_5,w,0.0,I5972_4
I5972_6,b,40.016006402561025,travel
I5972_6,w,0.0,I5972_5
I5972_7,b,40.016006402561025,travel
I5972_7,w,0.0,I5972_6
I5972_8,b,40.016006402561025,travel
I5972_8,w,0.0,I5972_7
I5972_9,b,40.016006402561025,travel
I5972_9,w,0.0,I5972_8
QP1415_0,b,32.89473684210526,travel
QP1415_1,b,38.61003861003861,travel
QP1415_1,w,0.0,QP1415_0
QP1415_10,b,42.57130693912303,travel
QP1415_10,w,0.0,QP1415_9
QP1415_11,b,42.57130693912303,travel
QP1415_11,w,0.0,QP1415_10
QP1415_12,b,38.61003861003861,travel
QP1415_12,w,0.0,QP1415_11
QP1415_13,b,40.016006402561025,travel
QP1415_13,w,0.0,QP1415_12
QP1415_14,b,40.83299305839118,travel
QP1415_14,w,0.0,QP1415_13
QP1415_15,b,40.83299305839118,travel
QP1415_15,w,0.0,QP1415_14
QP1415_16,b,43.38394793926247,travel
QP1415_16,w,0.0,QP1415_15
QP1415_17,b,42.57130693912303,travel
QP1415_17,w,0.0,QP1415_16
QP1415_18,b,43.38394793926247,travel
QP1415_18,w,0.0,QP1415_17
QP1415_19,b,32.89473684210526,travel
QP1415_19,w,0.0,QP1415_18
QP1415_2,b,42.57130693912303,travel
QP1415_2,w,0.0,QP1415_1
QP1415_20,b,31.746031746031747,travel
QP1415_20,w,0.0,QP1415_19
QP1415_21,b,43.38394793926247,travel
QP1415_21,w,0.0,QP1415_20
QP1415_22,b,43.38394793926247,travel
QP1415_22,w,0.0,QP1415_21
QP1415_23,b,43.38394793926247,travel
QP1415_23,w,0.0,QP1415_22
QP1415_24,b,43.38394793926247,travel
QP1415_24,w,0.0,QP1415_23
QP1415_25,b,32.362459546925564,travel
QP1415_25,w,0.0,QP1415_24
QP1415_26,b,34.01360544217687,travel
QP1415_26,w,0.0,QP1415_25
QP1415_27,b,34.01360544217687,travel
QP1415_27,w,0.0,QP1415_26
QP1415_28,b,43.38394793926247,travel
QP1415_28,w,0.0,QP1415_27
QP1415_29,b,43.38394793926247,travel
QP1415_29,w,0.0,QP1415_28
QP1415_3,b,34.602076124567475,travel
QP1415_3,w,0.0,QP1415_2
QP1415_30,b,43.38394793926247,travel
QP1415_30,w,0.0,QP1415_29
QP1415_31,b,43.38394793926247,travel
QP1415_31,w,0.0,QP1415_30
QP1415_32,b,32.362459546925564,travel
QP1415_32,w,0.0,QP1415_31
QP1415_33,b,34.01360544217687,travel
QP1415_33,w,0.0,QP1415_32
QP1415_34,b,43.38394793926247,travel
QP1415_34,w,0.0,QP1415_33
QP1415_35,b,34.01360544217687,travel
QP1415_35,w,0.0,QP1415_34
QP1415_36,b,43.38394793926247,travel
QP1415_36,w,0.0,QP1415_35
QP1415_37,b,43.38394793926247,travel
QP1415_37,w,0.0,QP1415_36
QP1415_38,b,43.38394793926247,travel
QP1415_38,w,0.0,QP1415_37
QP1415_39,b,43.38394793926247,travel
QP1415_39,w,0.0,QP1415_38
QP1415_4,b,40.016006402561025,travel
QP1415_4,w,0.0,QP1415_3
QP1415_40,b,43.38394793926247,travel
QP1415_40,w,0.0,QP1415_39
QP1415_41,b,34.01360544217687,travel
QP1415_41,w,0.0,QP1415_40
QP1415_42,b,43.38394793926247,travel
QP1415_42,w,0.0,QP1415_41
QP1415_43,b,43.38394793926247,travel
QP1415_43,w,0.0,QP1415_42
QP1415_44,b,34.01360544217687,travel
QP1415_44,w,0.0,QP1415_43
QP1415_45,b,43.38394793926247,travel
QP1415_45,w,0.0,QP1415_44
QP1415_46,b,43.38394793926247,travel
QP1415_46,w,0.0,QP1415_45
QP1415_47,b,33.44481605351171,travel
QP1415_47,w,0.0,QP1415_46
QP1415_48,b,32.89473684210526,travel
QP1415_48,w,0.0,QP1415_47
QP1415_49,b,43.38394793926247,travel
QP1415_49,w,0.0,QP1415_48
QP1415_5,b,34.602076124567475,travel
QP1415_5,w,0.0,QP1415_4
QP1415_6,b,40.83299305839118,travel
QP1415_6,w,0.0,QP1415_5
QP1415_7,b,42.57130693912303,travel
QP1415_7,w,0.0,QP1415_6
QP1415_8,b,42.57130693912303,travel
QP1415_8,w,0.0,QP1415_7
QP1415_9,b,42.57130693912303,travel
QP1415_9,w,0.0,QP1415_8
QP1419_0,b,40.016006402561025,travel
QP1419_1,b,40.83299305839118,travel
QP1419_1,w,0.0,QP1419_0
QP1419_10,b,42.57130693912303,travel
QP1419_10,w,0.0,QP1419_9
QP1419_11,b,40.83299305839118,travel
QP1419_11,w,0.0,QP1419_10
QP1419_12,b,40.016006402561025,travel
QP1419_12,w,0.0,QP1419_11
QP1419_13,b,34.01360544217687,travel
QP1419_13,w,0.0,QP1419_12
QP1419_14,b,42.57130693912303,travel
QP1419_14,w,0.0,QP1419_13
QP1419_15,b,43.38394793926247,travel
QP1419_15,w,0.0,QP1419_14
QP1419_16,b,43.38394793926247,travel
QP1419_16,w,0.0,QP1419_15
QP1419_17,b,43.38394793926247,travel
QP1419_17,w,0.0,QP1419_16
QP1419_18,b,40.83299305839118,travel
QP1419_18,w,0.0,QP1419_17
QP1419_19,b,34.01360544217687,travel
QP1419_19,w,0.0,QP1419_18
QP1419_2,b,42.57130693912303,travel
QP1419_2,w,0.0,QP1419_1
QP1419_20,b,34.01360544217687,travel
QP1419_20,w,0.0,QP1419_19
QP1419_21,b,43.38394793926247,travel
QP1419_21,w,0.0,QP1419_20
QP1419_22,b,34.602076124567475,travel
QP1419_22,w,0.0,QP1419_21
QP1419_23,b,34.602076124567475,travel
QP1419_23,w,0.0,QP1419_22
QP1419_24,b,34.602076124567475,travel
QP1419_24,w,0.0,QP1419_23
QP1419_25,b,34.602076124567475,travel
QP1419_25,w,0.0,QP1419_24
QP1419_26,b,43.38394793926247,travel
QP1419_26,w,0.0,QP1419_25
QP1419_27,b,32.89473684210526,travel
QP1419_27,w,0.0,QP1419_26
QP1419_28,b,43.38394793926247,travel
QP1419_28,w,0.0,QP1419_27
QP1419_29,b,43.38394793926247,travel
QP1419_29,w,0.0,QP1419_28
QP1419_3,b,40.016006402561025,travel
QP1419_3,w,0.0,QP1419_2
QP1419_30,b,43.38394793926247,travel
QP1419_30,w,0.0,QP1419_29
QP1419_31,b,43.38394793926247,travel
QP1419_31,w,0.0,QP1419_30
QP1419_32,b,43.38394793926247,travel
QP1419_32,w,0.0,QP1419_31
QP1419_33,b,43.38394793926247,travel
QP1419_33,w,0.0,QP1419_32
QP1419_34,b,34.01360544217687,travel
QP1419_34,w,0.0,QP1419_33
QP1419_35,b,43.38394793926247,travel
QP1419_35,w,0.0,QP1419_34
QP1419_36,b,34.01360544217687,travel
QP1419_36,w,0.0,QP1419_35
QP1419_37,b,43.38394793926247,travel
QP1419_37,w,0.0,QP1419_36
QP1419_38,b,43.38394793926247,travel
QP1419_38,w,0.0,QP1419_37
QP1419_39,b,34.602076124567475,travel
QP1419_39,w,0.0,QP1419_38
QP1419_4,b,32.89473684210526,travel
QP1419_4,w,0.0,QP1419_3
QP1419_40,b,43.38394793926247,travel
QP1419_40,w,0.0,QP1419_39
QP1419_41,b,34.01360544217687,travel
QP1419_41,w,0.0,QP1419_40
QP1419_42,b,43.38394793926247,travel
QP1419_42,w,0.0,QP1419_41
QP1419_43,b,43.38394793926247,travel
QP1419_43,w,0.0,QP1419_42
QP1419_44,b,43.38394793926247,travel
QP1419_44,w,0.0,QP1419_43
QP1419_45,b,43.38394793926247,travel
QP1419_45,w,0.0,QP1419_44
QP1419_46,b,43.38394793926247,travel
QP1419_46,w,0.0,QP1419_45
QP1419_47,b,43.38394793926247,travel
QP1419_47,w,0.0,QP1419_46
QP1419_48,b,34.602076124567475,travel
QP1419_48,w,0.0,QP1419_47
QP1419_49,b,34.602076124567475,travel
QP1419_49,w,0.0,QP1419_48
QP1419_5,b,40.83299305839118,travel
QP1419_5,w,0.0,QP1419_4
QP1419_6,b,34.602076124567475,travel
QP1419_6,w,0.0,QP1419_5
QP1419_7,b,42.57130693912303,travel
QP1419_7,w,0.0,QP1419_6
QP1419_8,b,42.57130693912303,travel
QP1419_8,w,0.0,QP1419_7
QP1419_9,b,42.57130693912303,travel
QP1419_9,w,0.0,QP1419_8
QP1428_0,b,0.0,travel
QP1428_0,w,0.0,notravel
QP1428_1,b,0.0,QP1428_0
QP1428_1,w,0.0,QP1428_0
QP1428_10,b,0.0,QP1428_9
QP1428_10,w,0.0,QP1428_9
QP1428_11,b,0.0,QP1428_10
QP1428_11,w,0.0,QP1428_10
QP1428_12,b,0.0,QP1428_11
QP1428_12,w,0.0,QP1428_11
QP1428_13,b,0.0,QP1428_12
QP1428_13,w,0.0,QP1428_12
QP1428_14,b,0.0,QP1428_13
QP1428_14,w,0.0,QP1428_13
QP1428_15,b,40.83299305839118,travel
QP1428_15,w,0.0,QP1428_14
QP1428_16,b,0.0,QP1428_15
QP1428_16,w,0.0,QP1428_15
QP1428_17,b,0.0,QP1428_16
QP1428_17,w,0.0,QP1428_16
QP1428_18,b,0.0,QP1428_17
QP1428_18,w,0.0,QP1428_17
QP1428_19,b,0.0,QP1428_18
QP1428_19,w,0.0,QP1428_18
QP1428_2,b,0.0,QP1428_1
QP1428_2,w,0.0,QP1428_1
QP1428_20,b,0.0,QP1428_19
QP1428_20,w,0.0,QP1428_19
QP1428_21,b,0.0,QP1428_20
QP1428_21,w,0.0,QP1428_20
QP1428_22,b,40.83299305839118,travel
QP1428_22,w,0.0,QP1428_21
QP1428_23,b,0.0,QP1428_22
QP1428_23,w,0.0,QP1428_22
QP1428_24,b,0.0,QP1428_23
QP1428_24,w,0.0,QP1428_23
QP1428_25,b,0.0,QP1428_24
QP1428_25,w,0.0,QP1428_24
QP1428_26,b,0.0,QP1428_25
QP1428_26,w,0.0,QP1428_25
QP1428_27,b,0.0,QP1428_26
QP1428_27,w,0.0,QP1428_26
QP1428_28,b,0.0,QP1428_27
QP1428_28,w,0.0,QP1428_27
QP1428_29,b,40.83299305839118,travel
QP1428_29,w,0.0,QP1428_28
QP1428_3,b,0.0,QP1428_2
QP1428_3,w,0.0,QP1428_2
QP1428_30,b,0.0,QP1428_29
QP1428_30,w,0.0,QP1428_29
QP1428_31,b,0.0,QP1428_30
QP1428_31,w,0.0,QP1428_30
QP1428_32,b,0.0,QP1428_31
QP1428_32,w,0.0,QP1428_31
QP1428_33,b,0.0,QP1428_32
QP1428_33,w,0.0,QP1428_32
QP1428_34,b,0.0,QP1428_33
QP1428_34,w,0.0,QP1428_33
QP1428_35,b,0.0,QP1428_34
QP1428_35,w,0.0,QP1428_34
QP1428_36,b,34.602076124567475,travel
QP1428_36,w,0.0,QP1428_35
QP1428_37,b,0.0,QP1428_36
QP1428_37,w,0.0,QP1428_36
QP1428_38,b,0.0,QP1428_37
QP1428_38,w,0.0,QP1428_37
QP1428_39,b,0.0,QP1428_38
QP1428_39,w,0.0,QP1428_38
QP1428_4,b,0.0,QP1428_3
QP1428_4,w,0.0,QP1428_3
QP1428_40,b,0.0,QP1428_39
QP1428_40,w,0.0,QP1428_39
QP1428_41,b,0.0,QP1428_40
QP1428_41,w,0.0,QP1428_40
QP1428_42,b,0.0,QP1428_41
QP1428_42,w,0.0,QP1428_41
QP1428_43,b,34.602076124567475,travel
QP1428_43,w,0.0,QP1428_42
QP1428_5,b,0.0,QP1428_4
QP1428_5,w,0.0,QP1428_4
QP1428_6,b,0.0,QP1428_5
QP1428_6,w,0.0,QP1428_5
QP1428_7,b,0.0,QP1428_6
QP1428_7,w,0.0,QP1428_6
QP1428_8,b,0.0,QP1428_7
QP1428_8,w,0.0,QP1428_7
QP1428_9,b,0.0,QP1428_8
QP1428_9,w,0.0,QP1428_8
QP1480_0,b,34.602076124567475,travel
QP1480_1,b,42.57130693912303,travel
QP1480_1,w,0.0,QP1480_0
QP1480_10,b,42.57130693912303,travel
QP1480_10,w,0.0,QP1480_9
QP1480_11,b,42.57130693912303,travel
QP1480_11,w,0.0,QP1480_10
QP1480_12,b,42.57130693912303,travel
QP1480_12,w,0.0,QP1480_11
QP1480_13,b,42.57130693912303,travel
QP1480_13,w,0.0,QP1480_12
QP1480_14,b,43.38394793926247,travel
QP1480_14,w,0.0,QP1480_13
QP1480_15,b,43.38394793926247,travel
QP1480_15,w,0.0,QP1480_14
QP1480_16,b,43.38394793926247,travel
QP1480_16,w,0.0,QP1480_15
QP1480_17,b,43.38394793926247,travel
QP1480_17,w,0.0,QP1480_16
QP1480_18,b,43.38394793926247,travel
QP1480_18,w,0.0,QP1480_17
QP1480_19,b,43.38394793926247,travel
QP1480_19,w,0.0,QP1480_18
QP1480_2,b,42.57130693912303,travel
QP1480_2,w,0.0,QP1480_1
QP1480_20,b,43.38394793926247,travel
QP1480_20,w,0.0,QP1480_19
QP1480_21,b,43.38394793926247,travel
QP1480_21,w,0.0,QP1480_20
QP1480_22,b,43.38394793926247,travel
QP1480_22,w,0.0,QP1480_21
QP1480_23,b,43.38394793926247,travel
QP1480_23,w,0.0,QP1480_22
QP1480_24,b,43.38394793926247,travel
QP1480_24,w,0.0,QP1480_23
QP1480_25,b,43.38394793926247,travel
QP1480_25,w,0.0,QP1480_24
QP1480_26,b,43.38394793926247,travel
QP1480_26,w,0.0,QP1480_25
QP1480_27,b,43.38394793926247,travel
QP1480_27,w,0.0,QP1480_26
QP1480_28,b,43.38394793926247,travel
QP1480_28,w,0.0,QP1480_27
QP1480_29,b,43.38394793926247,travel
QP1480_29,w,0.0,QP1480_28
QP1480_3,b,42.57130693912303,travel
QP1480_3,w,0.0,QP1480_2
QP1480_30,b,43.38394793926247,travel
QP1480_30,w,0.0,QP1480_29
QP1480_31,b,43.38394793926247,travel
QP1480_31,w,0.0,QP1480_30
QP1480_32,b,43.38394793926247,travel
QP1480_32,w,0.0,QP1480_31
QP1480_33,b,43.38394793926247,travel
QP1480_33,w,0.0,QP1480_32
QP1480_34,b,43.38394793926247,travel
QP1480_34,w,0.0,QP1480_33
QP1480_35,b,43.38394793926247,travel
QP1480_35,w,0.0,QP1480_34
QP1480_36,b,43.38394793926247,travel
QP1480_36,w,0.0,QP1480_35
QP1480_37,b,43.38394793926247,travel
QP1480_37,w,0.0,QP1480_36
QP1480_38,b,43.38394793926247,travel
QP1480_38,w,0.0,QP1480_37
QP1480_39,b,43.38394793926247,travel
QP1480_39,w,0.0,QP1480_38
QP1480_4,b,40.83299305839118,travel
QP1480_4,w,0.0,QP1480_3
QP1480_40,b,43.38394793926247,travel
QP1480_40,w,0.0,QP1480_39
QP1480_41,b,43.38394793926247,travel
QP1480_41,w,0.0,QP1480_40
QP1480_42,b,43.38394793926247,travel
QP1480_42,w,0.0,QP1480_41
QP1480_43,b,43.38394793926247,travel
QP1480_43,w,0.0,QP1480_42
QP1480_44,b,43.38394793926247,travel
QP1480_44,w,0.0,QP1480_43
QP1480_45,b,43.38394793926247,travel
QP1480_45,w,0.0,QP1480_44
QP1480_46,b,43.38394793926247,travel
QP1480_46,w,0.0,QP1480_45
QP1480_47,b,43.38394793926247,travel
QP1480_47,w,0.0,QP1480_46
QP1480_48,b,43.38394793926247,travel
QP1480_48,w,0.0,QP1480_47
QP1480_49,b,43.38394793926247,travel
QP1480_49,w,0.0,QP1480_48
QP1480_5,b,42.57130693912303,travel
QP1480_5,w,0.0,QP1480_4
QP1480_6,b,42.57130693912303,travel
QP1480_6,w,0.0,QP1480_5
QP1480_7,b,42.57130693912303,travel
QP1480_7,w,0.0,QP1480_6
QP1480_8,b,42.57130693912303,travel
QP1480_8,w,0.0,QP1480_7
QP1480_9,b,42.57130693912303,travel
QP1480_9,w,0.0,QP1480_8
S5131_0,b,0.0,travel
S5131_0,w,0.0,notravel
S5131_1,b,5.91016548463357,travel
S5131_1,w,0.0,S5131_0
S5131_10,b,6.402048655569782,travel
S5131_10,w,0.0,S5131_9
S5131_11,b,0.0,S5131_10
S5131_11,w,0.0,S5131_10
S5131_12,b,5.91016548463357,travel
S5131_12,w,0.0,S5131_11
S5131_13,b,0.0,S5131_12
S5131_13,w,0.0,S5131_12
S5131_14,b,0.0,S5131_13
S5131_14,w,0.0,S5131_13
S5131_15,b,7.5075075075075075,travel
S5131_15,w,0.0,S5131_14
S5131_16,b,0.0,S5131_15
S5131_16,w,0.0,S5131_15
S5131_17,b,8.116883116883116,travel
S5131_17,w,0.0,S5131_16
S5131_2,b,0.0,S5131_1
S5131_2,w,0.0,S5131_1
S5131_3,b,5.91016548463357,travel
S5131_3,w,0.0,S5131_2
S5131_4,b,0.0,S5131_3
S5131_4,w,0.0,S5131_3
S5131_5,b,2.815315315315315,travel
S5131_5,w,0.0,S5131_4
S5131_6,b,0.0,S5131_5
S5131_6,w,0.0,S5131_5
S5131_7,b,0.0,S5131_6
S5131_7,w,0.0,S5131_6
S5131_8,b,6.402048655569782,travel
S5131_8,w,0.0,S5131_7
S5131_9,b,0.0,S5131_8
S5131_9,w,0.0,S5131_8
S5151_0,b,0.0,travel
S5151_0,w,0.0,notravel
S5151_1,b,40.290088638195,travel
S5151_1,w,0.0,S5151_0
S5151_10,b,46.403712296983755,travel
S5151_10,w,0.0,S5151_9
S5151_11,b,0.0,S5151_10
S5151_11,w,0.0,S5151_10
S5151_12,b,32.341526520051744,travel
S5151_12,w,0.0,S5151_11
S5151_13,b,0.0,S5151_12
S5151_13,w,0.0,S5151_12
S5151_14,b,0.0,S5151_13
S5151_14,w,0.0,S5151_13
S5151_15,b,32.341526520051744,travel
S5151_15,w,0.0,S5151_14
S5151_16,b,0.0,S5151_15
S5151_16,w,0.0,S5151_15
S5151_17,b,32.341526520051744,travel
S5151_17,w,0.0,S5151_16
S5151_18,b,0.0,S5151_17
S5151_18,w,0.0,S5151_17
S5151_19,b,40.290088638195,travel
S5151_19,w,0.0,S5151_18
S5151_2,b,0.0,S5151_1
S5151_2,w,0.0,S5151_1
S5151_20,b,0.0,S5151_19
S5151_20,w,0.0,S5151_19
S5151_21,b,0.0,S5151_20
S5151_21,w,0.0,S5151_20
S5151_22,b,40.290088638195,travel
S5151_22,w,0.0,S5151_21
S5151_23,b,0.0,S5151_22
S5151_23,w,0.0,S5151_22
S5151_24,b,40.290088638195,travel
S5151_24,w,0.0,S5151_23
S5151_25,b,0.0,S5151_24
S5151_25,w,0.0,S5151_24
S5151_26,b,40.290088638195,travel
S5151_26,w,0.0,S5151_25
S5151_27,b,0.0,S5151_26
S5151_27,w,0.0,S5151_26
S5151_28,b,0.0,S5151_27
S5151_28,w,0.0,S5151_27
S5151_29,b,40.290088638195,travel
S5151_29,w,0.0,S5151_28
S5151_3,b,40.290088638195,travel
S5151_3,w,0.0,S5151_2
S5151_30,b,0.0,S5151_29
S5151_30,w,0.0,S5151_29
S5151_31,b,40.290088638195,travel
S5151_31,w,0.0,S5151_30
S5151_32,b,0.0,S5151_31
S5151_32,w,0.0,S5151_31
S5151_33,b,40.290088638195,travel
S5151_33,w,0.0,S5151_32
S5151_34,b,0.0,S5151_33
S5151_34,w,0.0,S5151_33
S5151_35,b,0.0,S5151_34
S5151_35,w,0.0,S5151_34
S5151_36,b,40.290088638195,travel
S5151_36,w,0.0,S5151_35
S5151_37,b,0.0,S5151_36
S5151_37,w,0.0,S5151_36
S5151_38,b,40.290088638195,travel
S5151_38,w,0.0,S5151_37
S5151_39,b,0.0,S5151_38
S5151_39,w,0.0,S5151_38
S5151_4,b,0.0,S5151_3
S5151_4,w,0.0,S5151_3
S5151_40,b,40.290088638195,travel
S5151_40,w,0.0,S5151_39
S5151_41,b,0.0,S5151_40
S5151_41,w,0.0,S5151_40
S5151_42,b,0.0,S5151_41
S5151_42,w,0.0,S5151_41
S5151_43,b,40.290088638195,travel
S5151_43,w,0.0,S5151_42
S5151_44,b,0.0,S5151_43
S5151_44,w,0.0,S5151_43
S5151_45,b,40.290088638195,travel
S5151_45,w,0.0,S5151_44
S5151_46,b,0.0,S5151_45
S5151_46,w,0.0,S5151_45
S5151_47,b,40.290088638195,travel
S5151_47,w,0.0,S5151_46
S5151_5,b,40.290088638195,travel
S5151_5,w,0.0,S5151_4
S5151_6,b,0.0,S5151_5
S5151_6,w,0.0,S5151_5
S5151_7,b,0.0,S5151_6
S5151_7,w,0.0,S5151_6
S5151_8,b,46.403712296983755,travel
S5151_8,w,0.0,S5151_7
S5151_9,b,0.0,S5151_8
S5151_9,w,0.0,S5151_8
UK511_0,b,0.0,travel
UK511_0,w,0.0,notravel
UK511_1,b,0.0,UK511_0
UK511_1,w,0.0,UK511_0
UK511_10,b,0.0,UK511_9
UK511_10,w,0.0,UK511_9
UK511_11,b,0.0,UK511_10
UK511_11,w,0.0,UK511_10
UK511_12,b,6.93224266145446,travel
UK511_12,w,0.0,UK511_11
UK511_13,b,0.0,UK511_12
UK511_13,w,0.0,UK511_12
UK511_14,b,0.0,UK511_13
UK511_14,w,0.0,UK511_13
UK511_15,b,0.0,UK511_14
UK511_15,w,0.0,UK511_14
UK511_16,b,0.0,UK511_15
UK511_16,w,0.0,UK511_15
UK511_17,b,7.505889274602573,travel
UK511_17,w,0.0,UK511_16
UK511_18,b,7.549575487537725,travel
UK511_18,w,0.0,UK511_17
UK511_19,b,7.597787082969591,travel
UK511_19,w,0.0,UK511_18
UK511_2,b,0.0,UK511_1
UK511_2,w,0.0,UK511_1
UK511_20,b,7.549575487537725,travel
UK511_20,w,0.0,UK511_19
UK511_21,b,7.066139061616733,travel
UK511_21,w,0.0,UK511_20
UK511_22,b,7.597787082969591,travel
UK511_22,w,0.0,UK511_21
UK511_23,b,0.0,UK511_22
UK511_23,w,0.0,UK511_22
UK511_24,b,7.549575487537725,travel
UK511_24,w,0.0,UK511_23
UK511_25,b,7.549575487537725,travel
UK511_25,w,0.0,UK511_24
UK511_26,b,7.597787082969591,travel
UK511_26,w,0.0,UK511_25
UK511_27,b,0.0,UK511_26
UK511_27,w,0.0,UK511_26
UK511_28,b,7.549575487537725,travel
UK511_28,w,0.0,UK511_27
UK511_29,b,7.549575487537725,travel
UK511_29,w,0.0,UK511_28
UK511_3,b,0.0,UK511_2
UK511_3,w,0.0,UK511_2
UK511_30,b,0.0,UK511_29
UK511_30,w,0.0,UK511_29
UK511_31,b,7.505889274602573,travel
UK511_31,w,0.0,UK511_30
UK511_32,b,7.501363892105858,travel
UK511_32,w,0.0,UK511_31
UK511_33,b,7.597787082969591,travel
UK511_33,w,0.0,UK511_32
UK511_34,b,7.549575487537725,travel
UK511_34,w,0.0,UK511_33
UK511_35,b,7.501363892105858,travel
UK511_35,w,0.0,UK511_34
UK511_36,b,7.498310457808268,travel
UK511_36,w,0.0,UK511_35
UK511_37,b,0.0,UK511_36
UK511_37,w,0.0,UK511_36
UK511_38,b,7.498310457808268,travel
UK511_38,w,0.0,UK511_37
UK511_39,b,7.505889274602573,travel
UK511_39,w,0.0,UK511_38
UK511_4,b,0.0,UK511_3
UK511_4,w,0.0,UK511_3
UK511_40,b,7.885984759431442,travel
UK511_40,w,0.0,UK511_39
UK511_41,b,7.521959806413196,travel
UK511_41,w,0.0,UK511_40
UK511_42,b,7.580208090326731,travel
UK511_42,w,0.0,UK511_41
UK511_43,b,7.521959806413196,travel
UK511_43,w,0.0,UK511_42
UK511_44,b,0.0,UK511_43
UK511_44,w,0.0,UK511_43
UK511_45,b,7.505889274602573,travel
UK511_45,w,0.0,UK511_44
UK511_46,b,7.505889274602573,travel
UK511_46,w,0.0,UK511_45
UK511_47,b,7.886249142523213,travel
UK511_47,w,0.0,UK511_46
UK511_48,b,7.457677679170707,travel
UK511_48,w,0.0,UK511_47
UK511_49,b,7.597787082969591,travel
UK511_49,w,0.0,UK511_48
UK511_5,b,0.0,UK511_4
UK511_5,w,0.0,UK511_4
UK511_6,b,0.0,UK511_5
UK511_6,w,0.0,UK511_5
UK511_7,b,0.0,UK511_6
UK511_7,w,0.0,UK511_6
UK511_8,b,0.0,UK511_7
UK511_8,w,0.0,UK511_7
UK511_9,b,0.0,UK511_8
